emp_no,first_name,last_name,title,from_date
431176,Kerryn,Miara,Senior Staff,1997-10-06
431189,Dulce,Rousseau,Senior Engineer,1995-04-06
431194,Oscal,Nannarelli,Engineer,2000-04-20
431197,Perry,Ferretti,Staff,1992-07-20
431214,Navid,DuCasse,Senior Staff,1996-10-17
431245,Gina,Asser,Senior Engineer,1998-07-21
431248,Reuven,Perri,Staff,1999-01-07
431272,Rasiah,Vesel,Assistant Engineer,1994-08-13
431281,Sukumar,Guerreiro,Senior Staff,1992-07-20
431287,Radoslaw,Maraist,Senior Engineer,1992-11-20
431289,Teunis,Zongker,Senior Engineer,1995-09-21
431292,Uli,Schaaf,Staff,1999-08-07
431304,Yuuichi,Zeleznik,Senior Engineer,1993-05-12
431305,Masali,Riexinger,Senior Staff,1993-07-04
431311,Gritta,Birge,Senior Staff,1991-02-02
431316,Xiaoheng,Krohm,Senior Staff,1994-07-05
431333,Sven,Zambonelli,Senior Engineer,1990-05-12
431337,Niteen,Hasenauer,Engineer,1994-11-19
431367,Bilhanan,Bale,Senior Staff,1987-12-15
431372,Bader,Rijsenbrij,Senior Engineer,1992-07-18
431375,Surveyors,Atrawala,Senior Engineer,1985-12-19
431378,Cristinel,Peyn,Senior Engineer,1995-10-02
431382,Mohit,Eiron,Senior Engineer,1988-06-25
431394,Michaela,Majewski,Senior Engineer,1996-04-18
431395,Xuejun,Litzkow,Technique Leader,1988-07-01
431407,Odinaldo,Serot,Senior Engineer,1993-04-16
431410,Kensei,Nyanchama,Senior Engineer,2001-08-29
431412,Horward,Luce,Senior Engineer,1995-03-16
431413,Takahito,Slutz,Technique Leader,1999-01-26
431421,Sasan,Viele,Senior Staff,1995-06-02
431426,Elvia,Billingsley,Senior Staff,1994-02-08
431428,Arne,Impagliazzo,Senior Staff,1995-08-07
431430,Dannz,Rousseau,Senior Staff,1996-12-27
431432,Danel,Verhoeff,Engineer,2001-11-06
431441,Fumiyo,Sinicrope,Staff,1998-01-21
431442,Murthy,Baez,Staff,1997-01-13
431446,Hidekazu,Cangellaris,Senior Engineer,1994-11-24
431465,Kristinn,Mahmud,Senior Staff,1994-10-24
431471,Thanasis,Rabejac,Staff,1989-06-03
431478,Poornachandra,Ratnaker,Engineer,1999-04-18
431480,Zhigen,Christ,Senior Staff,2002-05-13
431486,Augustine,Restivo,Technique Leader,1985-05-14
431494,Richara,Schnabel,Senior Staff,1996-01-17
431495,Tadanori,Matzke,Senior Engineer,2001-05-21
431500,KayLiang,Kroll,Senior Engineer,1999-11-07
431510,Manu,Schiper,Senior Engineer,1999-08-13
431515,Udaiprakash,Whittlesey,Senior Staff,1987-03-17
431518,Jovan,Mateescu,Senior Staff,1995-02-26
431530,Srinidhi,Steinauer,Engineer,1995-10-12
431552,Sandeepan,Gustavson,Staff,1987-09-19
431556,Katsuyuki,Suermann,Senior Engineer,1997-09-27
431557,Chiradeep,Plotkin,Senior Staff,1994-02-01
431558,Brewster,Pews,Senior Engineer,1993-12-16
431574,Juyoung,Furudate,Engineer,1985-09-17
431588,Kannan,Ranum,Senior Staff,1993-05-16
431599,Xiaoshan,Pettit,Senior Engineer,1987-10-22
431614,Piyawadee,Undy,Senior Staff,1992-12-21
431624,Sanjiv,Niizuma,Senior Engineer,1990-05-25
431630,Chaoyi,Murrill,Senior Engineer,1998-09-02
431634,Parto,Solares,Staff,1987-03-16
431645,Boriana,Rusterholz,Senior Staff,1995-09-05
431659,Hironoby,Mahmud,Senior Engineer,1991-11-25
431666,Gregory,Sluis,Assistant Engineer,1999-06-23
431674,Souichi,Francisci,Engineer,1990-08-30
431675,Giao,Kroha,Senior Staff,1995-06-28
431690,Sudhanshu,Bhattacharjee,Senior Engineer,1991-08-25
431692,Houman,Lamparter,Senior Engineer,1994-03-06
431701,Maya,Baca,Technique Leader,1985-02-09
431706,Remco,Heiserman,Senior Engineer,1995-04-21
431721,Aluzio,Anandan,Technique Leader,1993-08-25
431731,Jianhao,Ermel,Engineer,2002-04-05
431735,Waiman,Roccetti,Senior Engineer,1995-12-08
431744,Mabo,Oxman,Senior Engineer,1994-08-25
431751,Isaac,Alpay,Senior Engineer,1987-11-01
431758,Huiqun,Suermann,Technique Leader,1985-10-28
431760,Horward,Falster,Senior Staff,1998-06-19
431761,Adib,Kinley,Senior Staff,1994-06-20
431769,Abdulla,Benaini,Senior Staff,1992-12-09
431773,Chuanti,Montemayor,Senior Staff,1993-09-22
431787,Lihong,Leuchs,Senior Staff,2000-06-29
431798,Masanao,Middleton,Technique Leader,1988-11-01
431803,Jaideep,Ranon,Staff,1986-11-16
431810,Tadahiro,Ushiama,Senior Staff,1993-02-27
431814,Shahab,Herber,Engineer,1986-10-25
431818,Chaitali,Ambroszkiewicz,Senior Staff,1995-09-18
431834,Martins,Delgrange,Senior Staff,1995-12-31
431836,Arne,Mahmud,Senior Engineer,1997-12-14
431853,Doohun,Hooghiemstra,Senior Staff,1992-02-11
431866,Raimond,Kranzdorf,Engineer,1996-04-04
431869,Dietrich,Collette,Engineer,2000-01-13
431890,Boriana,Lorcy,Senior Engineer,1997-10-21
431895,Xiaoqiang,Speel,Senior Staff,1992-11-26
431896,Tokuyasu,Miara,Senior Engineer,1994-02-18
431901,Shahid,Kandlur,Staff,1996-10-02
431910,Premsyl,Schaap,Senior Engineer,1993-09-03
431917,Martijn,Gire,Senior Engineer,1993-10-21
431922,Jungsoon,Brookman,Senior Engineer,1995-04-12
431951,Boguslaw,Brobst,Senior Engineer,1987-05-31
431965,Gianluca,Melton,Senior Staff,1988-11-04
431969,Uriel,Maksimenko,Senior Engineer,2002-01-22
431982,Randi,Parfitt,Senior Staff,1997-08-26
431989,Shaz,Baez,Senior Engineer,1995-04-01
432029,Domenick,Georgatos,Senior Engineer,1994-04-10
432035,Fox,Plump,Technique Leader,1986-10-06
432039,Mansur,Veeraraghavan,Senior Engineer,1988-06-14
432048,Feipei,Fritzsche,Senior Engineer,1994-11-25
432054,Van,McAffer,Senior Engineer,1995-07-21
432056,Jouko,Spinelli,Senior Engineer,1995-01-10
432068,Arif,Wegerle,Senior Engineer,1985-06-24
432074,Mayumi,Sooriamurthi,Engineer,1995-06-20
432082,Mihalis,Rebaine,Senior Staff,1995-05-30
432083,Xiaoqiang,Assaf,Senior Engineer,1991-12-09
432087,Hidefumi,Garigliano,Technique Leader,1990-07-12
432088,Tristan,Frezza,Engineer,1996-04-20
432106,Kirk,Thorelli,Senior Staff,1991-05-17
432110,Vasiliy,Debuse,Senior Staff,1985-10-21
432116,Henk,Besselaar,Senior Engineer,1999-10-16
432122,Alair,Poupard,Engineer,1998-12-10
432131,Goncalo,Boudaillier,Senior Engineer,1990-11-09
432135,Vivian,Laventhal,Senior Engineer,1998-08-18
432141,Marsha,Hebert,Senior Staff,1999-08-23
432144,Yuping,Biros,Senior Engineer,1993-06-10
432154,Nikolaus,Leivant,Engineer,1986-03-23
432167,Peternela,Talmon,Senior Engineer,2002-01-27
432188,Yishai,Haraldson,Senior Staff,1993-08-26
432200,Yucai,Merlo,Senior Engineer,1994-02-20
432221,Aram,Plotkin,Staff,1987-12-13
432233,Goetz,Hitomi,Staff,1986-08-29
432234,Margo,Koshiba,Senior Engineer,1999-01-01
432235,Roddy,Irland,Engineer,1987-07-12
432245,Shigeo,Hoppenstand,Staff,1998-12-07
432247,Hein,Pouyioutas,Senior Engineer,1992-10-04
432250,Zejun,Bernatsky,Staff,1998-07-12
432256,Youssef,Aseltine,Senior Engineer,2001-08-20
432267,Siddarth,Rosen,Senior Staff,1994-11-28
432284,Oksana,Dredge,Senior Engineer,1986-10-30
432288,Yuuichi,Kroha,Senior Engineer,1986-05-21
432298,Xiaopeng,Sankaranarayanan,Engineer,1999-04-05
432308,Masasuke,Roison,Senior Staff,2000-02-24
432315,Marko,Rosis,Senior Engineer,1992-03-29
432316,Yahiko,Gecsel,Senior Staff,1989-02-27
432317,Lucian,Pluym,Senior Engineer,1988-04-06
432318,Khedija,Krohm,Senior Engineer,1999-08-10
432320,Luise,Bridgland,Staff,1996-01-31
432324,True,Fiebach,Engineer,1999-06-06
432338,Yishay,Hofting,Engineer,1990-06-21
432341,Saddek,Shihab,Senior Engineer,1997-08-20
432356,Yakichi,Viele,Technique Leader,1985-03-02
432364,Duro,Ramalingam,Engineer,1985-10-22
432367,Huiqun,Bondorf,Senior Engineer,1994-09-16
432380,Duro,Anick,Technique Leader,1987-11-23
432402,Adib,Basagni,Senior Engineer,1999-09-21
432412,Ibibia,Leonhardt,Senior Engineer,1994-01-13
432419,Yifei,Brookner,Technique Leader,1999-09-05
432420,Tooru,Landherr,Staff,1992-06-27
432423,Jingling,Stifter,Senior Engineer,1998-07-13
432426,Achilleas,Szemeredi,Senior Staff,2001-03-23
432432,Xiong,Michaels,Engineer,1998-10-02
432436,Leni,Ozeri,Senior Staff,1993-09-21
432437,Menkae,Rajaraman,Engineer,1999-12-15
432440,Nagui,Karlin,Senior Engineer,1994-08-08
432442,Fabrizio,Azadmanesh,Senior Staff,1988-08-16
432453,Mrinalini,Garnham,Senior Staff,1990-09-17
432457,Charmane,Gadepally,Staff,1987-06-24
432468,Nalini,McAlpine,Senior Engineer,1994-06-01
432476,Seongbae,Mikschl,Senior Staff,1996-12-24
432481,Zita,Jeong,Engineer,1999-06-10
432483,Zhanqiu,Taneja,Senior Staff,1994-07-26
432484,Guangming,Harbusch,Senior Engineer,1994-06-07
432497,Sreekrishna,Champarnaud,Senior Staff,1986-02-26
432502,Kerhong,Kalefeld,Engineer,1997-06-25
432512,Pranjal,Colorni,Senior Staff,1995-01-22
432516,Arlette,Karcich,Senior Staff,1999-02-24
432533,Kazuyasu,Pileggi,Senior Engineer,1987-12-05
432534,Eran,Zeilberger,Engineer,1996-06-12
432538,Isaac,Matzat,Senior Staff,1999-12-06
432542,Hitofumi,Syang,Senior Staff,1995-07-17
432544,Pradeep,Serdy,Senior Staff,1995-09-12
432545,Chikako,Tanemo,Engineer,1999-12-17
432547,Gretta,Waeselynck,Staff,1999-10-23
432550,Sailaja,Streng,Senior Staff,1994-01-16
432554,Mana,Yemenis,Staff,1999-02-27
432555,Herbert,Krybus,Staff,1998-09-29
432566,Dzung,Orlowski,Senior Staff,1986-01-04
432578,Danco,Khalid,Engineer,1994-06-18
432581,Vivian,Perl,Senior Engineer,1998-09-26
432583,Seongbin,Mitsuhashi,Senior Staff,1992-02-21
432588,Matk,Krichel,Senior Staff,1985-08-04
432589,Baziley,Alvarado,Senior Engineer,2001-09-30
432594,Shem,Cronin,Senior Staff,1994-10-14
432611,Shuky,Mayerwieser,Staff,1989-10-10
432612,Masaki,Sinitsyn,Senior Engineer,2001-03-27
432622,Stevo,Luke,Senior Engineer,1993-11-24
432625,LiMin,Steinauer,Senior Staff,1991-02-03
432627,Jamaludin,Usdin,Staff,1999-03-29
432630,Heejo,Luef,Engineer,1998-07-15
432653,Nevin,Skrikant,Engineer,1999-11-21
432658,Zhiguo,Demizu,Senior Engineer,1991-10-29
432662,Paddy,Maierhofer,Senior Engineer,1995-02-23
432663,Pohua,Delgrande,Senior Engineer,1992-01-17
432671,Alain,Ushiama,Senior Engineer,1997-04-12
432675,Kazunori,Veeraraghavan,Senior Staff,1997-10-15
432676,Leaf,Borovoy,Senior Staff,1997-03-13
432678,Kitty,Peak,Senior Engineer,1987-07-19
432683,Gina,Nishimukai,Engineer,1994-05-13
432693,Zhaofang,Matzat,Senior Engineer,1993-07-23
432710,Paraskevi,Bardell,Senior Engineer,1999-07-06
432727,Sushant,Lovengreen,Senior Engineer,1996-08-08
432728,Janalee,Schaap,Senior Engineer,1993-09-13
432730,Nevio,Trystram,Engineer,1998-08-28
432749,Miomir,Heemskerk,Senior Staff,1998-06-28
432751,Irena,Rosti,Senior Staff,1986-11-03
432756,Wonhee,Claffy,Senior Engineer,1994-06-23
432757,Teiji,Erni,Senior Engineer,1999-10-14
432763,Ramalingam,Lanzelotte,Senior Staff,1991-04-20
432783,Ingmar,Morrow,Senior Engineer,1994-05-05
432789,Leucio,Slaats,Senior Staff,1985-05-10
432795,Toney,Schoegge,Staff,1999-01-11
432798,Berry,Denna,Senior Staff,1999-08-23
432804,Bluma,McDermid,Senior Staff,1996-07-14
432807,Alenka,Oppitz,Senior Staff,1993-04-27
432810,Sibyl,Fetvedt,Senior Staff,1995-12-23
432818,Parviz,Escriba,Engineer,1997-02-27
432820,Jordanka,Mellouli,Senior Engineer,1993-03-26
432824,Tetsurou,Melter,Engineer,1997-09-16
432828,Chikako,Malabarba,Senior Staff,1991-02-02
432841,KayLiang,Kragelund,Engineer,2000-02-06
432855,Kiyotoshi,Encarnacion,Technique Leader,1986-01-10
432859,Guther,Massonet,Senior Staff,1995-10-23
432861,Kshitij,Morris,Senior Engineer,1996-09-06
432865,Mitsuyuki,Serra,Staff,1999-08-16
432880,Shalesh,Masand,Senior Staff,1991-10-12
432881,Shan,Egerstedt,Senior Engineer,1993-12-10
432901,Constantine,Mundy,Staff,1988-09-05
432906,Filipe,Streng,Engineer,1996-01-27
432915,Guangming,Staudhammer,Senior Engineer,1997-03-19
432918,Nechama,Ferretti,Senior Staff,1992-02-10
432920,Samphel,Dechter,Senior Staff,1988-11-12
432923,Arunachalam,Besselaar,Engineer,1989-04-11
432931,Martial,McAffer,Senior Staff,1994-05-12
432943,Mokhtar,Asser,Senior Engineer,1988-01-13
432957,Fabrizio,Quadeer,Senior Engineer,1997-10-05
432972,Halsur,Wallrath,Senior Engineer,1999-07-16
432973,Zissis,Maccarone,Engineer,1997-06-11
432976,Duke,Demizu,Senior Staff,1990-07-27
432978,Pasqua,Herath,Senior Staff,1995-08-09
432979,Ramalingam,Limongiello,Staff,1989-10-18
433001,Wilmer,Eickenmeyer,Senior Staff,1995-07-17
433004,Shuho,Khamsi,Senior Staff,1996-05-10
433015,Mohd,Braccini,Senior Engineer,2001-05-05
433020,Adas,Rahimi,Engineer,1998-09-10
433022,Hinrich,Yetim,Engineer,1999-05-18
433036,Anestis,Yeung,Senior Engineer,1985-08-23
433038,Reinhard,Miake,Senior Engineer,1992-08-27
433039,Pasqua,Borstler,Senior Staff,1996-05-02
433042,Vatsa,Decleir,Senior Staff,1999-02-23
433044,Neven,Setiz,Senior Staff,1991-09-04
433045,Torsten,Woycyznski,Senior Engineer,1991-02-04
433061,Weiwu,Masada,Senior Staff,1997-06-28
433066,Remco,Hooghiemstra,Senior Engineer,1992-03-25
433077,Zongyan,Mungall,Senior Staff,1993-02-06
433094,Xinglin,Matzke,Senior Engineer,1985-10-19
433096,Palash,Brookman,Senior Engineer,1991-06-11
433104,Florina,Gente,Engineer,2000-01-17
433105,Leif,Cmelik,Senior Staff,1985-03-14
433127,Masali,Hellwagner,Senior Engineer,1998-10-13
433130,Mihalis,Itzfeldt,Engineer,1998-10-30
433131,Abdulla,Papastamatiou,Senior Staff,1991-05-13
433134,Isaac,Zirintsis,Senior Engineer,1989-02-23
433146,Larisa,Pettis,Senior Engineer,1996-04-02
433151,Mrinalini,Pauthner,Senior Staff,1999-11-16
433160,Bingning,Hutter,Staff,1997-09-21
433166,Ult,Fabrizio,Senior Engineer,1993-09-03
433172,Nagui,Curless,Senior Staff,2001-12-31
433180,Yuichiro,Panwar,Senior Engineer,1991-04-20
433185,Idoia,Bojadziev,Senior Staff,1992-09-02
433188,Bernt,Petereit,Senior Staff,1998-10-20
433193,Badri,Shihab,Senior Staff,2000-05-07
433203,Shigenori,Cappelli,Senior Staff,1994-09-09
433208,Hidefumi,Erev,Senior Engineer,1993-07-21
433217,Ebbe,Valette,Staff,1999-06-08
433219,Tristan,DuCasse,Senior Engineer,1993-04-18
433221,Neelam,Biron,Senior Engineer,1996-09-13
433235,Premsyl,Serov,Senior Staff,1996-10-07
433239,Marlo,Vadhan,Senior Staff,1996-06-21
433245,Duangkaew,Pleszkun,Senior Engineer,1995-08-01
433251,Yuriy,Fiutem,Senior Staff,2001-11-16
433252,Hitomi,Lorie,Senior Staff,1999-12-11
433271,Freyja,Naumovich,Senior Engineer,1997-09-15
433293,Emran,Mansanne,Senior Engineer,1994-05-06
433295,Manton,Comellas,Senior Engineer,1986-04-18
433300,Tonia,Kleiser,Senior Engineer,1987-03-01
433301,Moheb,Chelton,Staff,1987-12-26
433307,Filipp,Norsworthy,Staff,1998-06-19
433318,Martien,Perz,Assistant Engineer,1988-03-21
433320,Gunilla,Takkinen,Senior Engineer,1996-01-02
433321,Mabo,Msuda,Senior Engineer,1996-01-22
433343,Radhika,Cmelik,Senior Staff,1992-03-27
433350,Pasqua,Danner,Engineer,1999-09-07
433360,Chanjung,Setlzner,Senior Engineer,1991-11-21
433372,Rasiah,Yemenis,Senior Staff,1990-05-24
433381,Nakhoon,Heering,Senior Staff,1999-04-19
433385,Kazuhide,Cardazo,Senior Engineer,1995-10-03
433389,Ottavia,Christ,Senior Engineer,1993-06-17
433406,Mansur,Kulisch,Technique Leader,1986-07-26
433408,DeForest,Gerteisen,Senior Engineer,1994-04-16
433414,Juyoung,Brattka,Senior Engineer,1999-08-24
433433,Shem,Koprowski,Staff,1999-02-04
433440,Younwoo,Straney,Senior Staff,1994-04-07
433443,Janche,Kakkad,Senior Engineer,1997-01-22
433455,Yannik,Eldridge,Senior Engineer,1995-03-09
433460,Carrsten,Halevi,Staff,1997-08-13
433470,Jianwen,Schreiter,Senior Engineer,1988-04-22
433474,Vidar,Encarnacion,Engineer,1985-08-04
433481,Fumino,Rouquie,Engineer,1995-10-23
433488,Wayne,Antonisse,Senior Staff,1993-10-07
433498,Satoru,Kobara,Staff,1985-08-15
433503,Satosi,Spataro,Senior Engineer,1992-09-02
433509,Dzung,Demian,Senior Staff,1995-08-01
433514,Susanne,Mikschl,Senior Engineer,1999-07-08
433520,Armond,Cairo,Senior Staff,1993-04-15
433534,Filipe,Kleiser,Senior Engineer,1993-09-22
433536,Mansur,Otillio,Staff,1986-08-19
433537,Roselyn,Picel,Technique Leader,1985-06-20
433538,Hidde,Vieth,Senior Engineer,1998-05-01
433539,Jacopo,Sridhar,Senior Engineer,1995-08-18
433558,Subhash,Murtafg,Staff,1993-03-07
433562,Chrisa,Gruenwald,Staff,1986-10-08
433576,Marsja,Portugali,Engineer,1998-11-21
433606,Taisook,Baba,Senior Engineer,1987-08-29
433608,Aruna,Simkin,Senior Engineer,1992-09-26
433628,Vishu,Copas,Engineer,1997-09-12
433631,Bodh,Luff,Senior Staff,1992-03-28
433647,Shmuel,Pramanik,Senior Staff,1990-03-18
433656,Pragnesh,Silva,Senior Engineer,2002-02-15
433663,Arnd,Francisci,Senior Engineer,1995-08-03
433665,Aimee,Kusalik,Staff,1999-08-29
433670,Mohamadou,Bresenham,Senior Staff,1994-11-21
433679,Serenella,Katzenelson,Senior Staff,1993-12-25
433687,Conrado,Giveon,Senior Staff,1996-09-01
433689,Make,Borovoy,Technique Leader,1988-03-09
433696,Prasadram,Fargier,Engineer,1998-02-08
433699,Serif,Sifakis,Senior Staff,1993-03-22
433701,Dante,Rando,Staff,1996-12-06
433710,Gou,Baezner,Senior Engineer,1994-03-06
433715,Mansur,Rabejac,Senior Engineer,1996-05-15
433723,Goh,Taneja,Senior Staff,1991-08-01
433727,Shalesh,Rosch,Staff,1997-12-04
433732,Miquel,Chepyzhov,Senior Staff,1997-03-11
433738,Toshimi,Petersohn,Staff,1998-09-23
433749,Marjo,Huhdanpaa,Senior Staff,1987-07-09
433754,Leon,Sommen,Engineer,1998-01-18
433759,Ugo,Preusig,Staff,1998-11-27
433764,Conrado,Zolotykh,Staff,1999-11-22
433776,Kauko,Castellani,Senior Engineer,1997-06-29
433790,Prodip,Rusmann,Staff,1997-01-11
433799,Kwangsub,Luga,Senior Engineer,1997-10-02
433822,Lucien,Garnham,Senior Engineer,1991-03-28
433825,Lillian,Szilard,Staff,1999-11-09
433828,Elzbieta,Matzov,Senior Engineer,1997-10-19
433829,Mayumi,Murrill,Technique Leader,1988-02-28
433848,Arun,Hanratty,Senior Engineer,1999-02-18
433869,Mang,Kalorkoti,Senior Engineer,1994-03-25
433873,Uwe,Alpin,Senior Engineer,1994-07-12
433880,Arumugam,Peek,Senior Engineer,1997-03-21
433882,Zejun,Jervis,Senior Staff,1994-07-16
433888,Armond,Sommen,Senior Engineer,1990-11-20
433891,Samphel,Bamford,Senior Engineer,1999-09-07
433900,Salvador,Varley,Senior Staff,1999-08-05
433902,Nevin,Dusink,Senior Engineer,1994-10-09
433914,Dmitri,Heuter,Staff,1995-01-02
433922,Owen,Brookner,Senior Staff,1997-11-12
433925,Hausi,Varley,Senior Engineer,1994-04-21
433926,Xiaobin,Alblas,Technique Leader,1990-01-22
433928,Shiv,Szmurlo,Senior Staff,1992-10-05
433936,Kyoichi,Reeken,Senior Engineer,1995-10-09
433938,Venkatesan,Azadmanesh,Senior Staff,1993-10-17
433939,Valdiodio,Wrigley,Engineer,1996-12-28
433941,Zejun,Ozeri,Senior Engineer,1987-10-05
433949,Alejandra,Mondadori,Senior Engineer,1986-04-01
433950,Xinyu,Heusch,Senior Staff,1993-05-29
433954,Arif,Erev,Staff,1991-11-12
433955,Niteen,Daescu,Senior Staff,2001-12-02
433962,Mani,Waleschkowski,Senior Engineer,1994-12-30
433966,Yannik,Bruckman,Senior Engineer,1996-03-03
433972,Geoffry,Lanteri,Senior Staff,1991-11-01
433973,Behnaam,Speek,Senior Staff,1991-07-07
433985,Adly,Reinhard,Senior Staff,1994-12-21
433992,Isamu,Gien,Engineer,1995-05-05
433998,Chiradeep,Pettis,Senior Staff,1995-07-05
434004,Xiahua,Haddadi,Senior Staff,1992-05-23
434017,Wuxu,Radivojevic,Technique Leader,1988-09-02
434019,Kristen,Swiler,Senior Engineer,1985-11-27
434023,Kristian,Worfolk,Senior Staff,1992-06-20
434028,Shen,Biron,Senior Engineer,2000-11-17
434033,Sedat,Itzfeldt,Engineer,1996-11-25
434034,Yoshimitsu,Shihab,Senior Engineer,1987-02-06
434036,Mingzeng,Suri,Senior Staff,1995-09-09
434038,Chirstian,Kaiserswerth,Senior Staff,1995-05-06
434051,Steve,Legleitner,Technique Leader,1991-09-18
434058,Masami,Eterovic,Senior Staff,1997-04-21
434065,Lucian,Dengi,Engineer,1985-11-17
434080,Tru,Pettis,Technique Leader,1993-10-26
434082,Filipe,Swick,Senior Staff,1996-09-01
434084,Abdelghani,Cappello,Senior Staff,1995-06-12
434089,Mamdouh,Bratten,Senior Engineer,1994-03-23
434106,Muzhong,Simmen,Senior Staff,1996-10-13
434111,Satoru,Demeyer,Senior Staff,1993-01-17
434113,Miyeon,Walston,Senior Staff,1985-02-25
434114,Nobuyoshi,Portugali,Senior Staff,1995-10-21
434120,Dayanand,Baca,Senior Staff,1995-03-23
434121,Tadahiro,Rabejac,Staff,1999-08-07
434142,Kenton,Lalonde,Senior Staff,1985-12-10
434143,Barna,Zhiwei,Technique Leader,1985-04-09
434158,Hiroyasu,Fasbender,Senior Staff,1997-08-27
434178,Lillian,Makinen,Technique Leader,1985-05-05
434198,Hatem,Hiroyama,Senior Engineer,1985-09-06
434200,Georg,Beutelspacher,Senior Engineer,1985-05-18
434202,Lenore,Unno,Senior Staff,1995-09-06
434214,Oscal,Fabrizio,Technique Leader,1994-06-15
434218,Gonzalo,Solovay,Senior Staff,1986-04-05
434226,Miquel,Gulla,Senior Staff,1991-08-09
434234,Younwoo,Rothenberg,Staff,1999-02-23
434236,Rosalie,Vilarrasa,Senior Engineer,1991-07-12
434238,Stein,Frijda,Senior Engineer,1987-05-02
434242,Bernt,Matzov,Senior Staff,1997-02-14
434249,Malu,Bonifati,Senior Staff,1996-05-30
434250,Ulises,Jansch,Senior Staff,1986-10-16
434261,Doowon,Dulay,Senior Staff,1993-04-27
434262,Kerryn,Peir,Senior Staff,1995-11-18
434272,Woody,Roccetti,Senior Engineer,1985-06-14
434274,Turgut,Katalagarianos,Senior Engineer,1995-11-05
434278,Sedat,Binding,Senior Engineer,1998-06-11
434289,Sajjan,Broomell,Senior Staff,1992-03-06
434309,Georgi,Tsukuda,Senior Staff,1994-02-06
434310,Dmitry,Einsfeld,Senior Engineer,2001-11-14
434318,Joydip,Taneja,Senior Engineer,1997-01-24
434326,Urs,Emmart,Staff,1996-11-15
434327,Adhemar,Middleton,Engineer,1998-06-09
434332,Parke,Muniz,Engineer,1987-04-15
434339,Danae,Lorch,Senior Staff,2000-07-25
434347,Mahmut,Androutsos,Engineer,1993-11-10
434360,Aram,Zolotykh,Senior Engineer,1991-02-25
434362,Guttorm,Demizu,Senior Engineer,1988-06-14
434365,Takahira,Isard,Senior Staff,1996-04-23
434377,Katsuo,Pollacia,Senior Engineer,1991-09-20
434385,Kerryn,Callaway,Senior Engineer,1996-08-07
434391,Ulf,Schahn,Senior Engineer,1986-05-09
434416,Kousuke,Vieth,Engineer,1987-04-29
434431,Berto,Hiroyama,Senior Staff,1994-06-07
434442,Paraskevi,Ishibashi,Senior Engineer,1997-10-30
434456,Maha,Picci,Senior Staff,1994-09-10
434457,Siamak,Curless,Senior Engineer,1993-12-26
434458,Mari,Stellhorn,Senior Staff,2001-12-08
434466,Geoff,Servieres,Senior Engineer,1987-09-07
434474,Fabrizio,Isaak,Engineer,1986-04-22
434483,Mahmut,Gyorkos,Senior Staff,1993-06-15
434491,Rosli,Farrar,Senior Engineer,1985-05-13
434496,Rosalyn,Vecchio,Senior Engineer,1999-08-05
434505,Jianhua,Fritzsche,Engineer,1999-04-17
434507,Baruch,Carrere,Senior Engineer,1992-04-10
434508,Kendra,Birjandi,Senior Staff,1985-08-13
434519,Zissis,Eiron,Senior Engineer,1986-12-30
434523,Pintsang,Danecki,Senior Staff,1996-02-19
434531,Nevio,Baezner,Staff,1987-12-05
434534,Marla,Naudin,Engineer,1999-08-21
434546,Mahmut,Whitcomb,Staff,1998-08-26
434549,Sachio,Quaggetto,Senior Staff,1995-01-23
434550,Luerbio,Perko,Senior Engineer,1989-09-30
434552,Shaibal,Setiz,Senior Engineer,1996-10-25
434558,Shichao,Harllee,Senior Staff,1990-12-17
434560,Gudjon,Petereit,Senior Staff,1994-08-27
434578,Rimon,Cangellaris,Senior Engineer,1997-12-12
434580,Oscal,Saoudi,Senior Staff,1995-07-12
434602,Maja,Angel,Senior Engineer,1993-05-06
434604,Ranga,Kossowski,Senior Staff,1993-02-11
434606,Hugh,Krupka,Senior Engineer,1994-12-10
434620,Mizuhito,Yetim,Senior Staff,1990-08-25
434631,Arup,Cannane,Senior Engineer,2000-05-08
434632,Gladys,Thombley,Engineer,1998-07-10
434640,Ult,Picaronny,Engineer,1995-03-26
434655,Zeydy,Wroclawski,Senior Engineer,1985-05-03
434670,Gilbert,Valette,Senior Staff,1996-01-25
434673,Jeanne,Menhoudj,Technique Leader,1987-12-07
434674,Shrikanth,Demeyer,Senior Engineer,1995-08-05
434690,Zijian,Hammerschmidt,Senior Staff,1987-12-30
434691,Raimond,Majewski,Engineer,1988-06-30
434700,Abdelwaheb,Botman,Senior Engineer,1996-01-15
434704,Adin,Schaar,Senior Staff,2000-12-26
434717,Muzhong,Khalid,Senior Engineer,1992-11-10
434721,Djenana,Weedman,Staff,1997-12-02
434742,Siamak,Levergood,Technique Leader,1985-09-14
434758,Alair,Tzvieli,Staff,2000-01-11
434760,Fumitake,Gill,Engineer,1998-05-31
434762,Shaibal,Dalphin,Engineer,1995-06-03
434766,Basim,Babu,Senior Staff,1988-04-10
434770,Aluzio,Mamelak,Engineer,1995-06-10
434784,Hirochika,Templeman,Senior Engineer,1991-06-21
434785,Sachin,Penn,Senior Staff,1997-10-15
434789,Heeju,Vuskovic,Senior Engineer,1995-05-18
434790,Lorien,Baaz,Senior Engineer,1993-02-06
434792,Wojceich,Veevers,Engineer,1998-07-14
434794,Leni,Piazza,Senior Staff,1995-12-06
